
 1, Sample, 81.109095, 82.893063, 75.438045, 82.893063, 80.583317, 58282.216683, 77377.105332, 58822.622896, 112156.183472, 76659.532096, 0.001121, 0.192815, [173 142], [191 154], [54 195], [87 86]
 6, Novel, 82.415829, 79.006274, 82.893063, 78.148591, 80.615939, 109779.683684, 77373.736497, 77597.058809, 77545.055485, 85573.883619, 0.000962, , [123 137], [133 66], [123 70], [90 19]
 7, Sample, 82.893063, 77.545151, 77.996866, 82.893063, 80.332036, 76302.561863, 77406.119640, 77555.580470, 58777.888418, 72510.537598, 0.001126, 0.257896, [185 37], [165 20], [117 191], [111 62]
 7, Novel, 20.948383, 80.471456, 82.893063, 19.682219, 50.998780, 76593.649659, 111766.741239, 58811.688370, 77401.789674, 81143.467236, 0.000664, , [155 10], [91 79], [112 189], [161 129]
 8, Sample, 82.893063, 82.893063, 82.893063, 38.851020, 71.882553, 109514.852435, 111776.656111, 77257.220511, 58620.337345, 89292.266601, 0.000809, -0.020376, [104 2], [51 115], [190 142], [39 178]
 8, Novel, 82.893063, 14.976023, 78.433430, 78.464584, 63.691775, 76302.561863, 58530.663162, 77342.422680, 77503.066238, 72419.678486, 0.000842, , [185 37], [114 188], [168 141], [137 184]
 9, Sample, 82.893063, 82.893063, 82.893063, 80.397999, 82.269297, 109920.379927, 77484.770603, 77257.220511, 111883.219636, 94136.397669, 0.000904, -0.099240, [150 23], [144 117], [190 142], [58 66]
 9, Novel, 78.154199, 76.695493, 78.433430, 82.893063, 79.044046, 76499.816335, 58715.095137, 77342.422680, 77459.198074, 72504.133057, 0.001103, , [197 38], [136 147], [168 141], [15 112]
 10, Sample, 68.266764, 76.695493, 82.893063, 81.344106, 77.299857, 76748.004779, 58715.095137, 77301.162129, 77384.438017, 72537.175016, 0.001080, 0.065440, [170 145], [136 147], [140 196], [40 182]
 10, Novel, 81.109095, 81.865733, 82.893063, 19.782190, 66.412520, 58282.216683, 111884.636065, 58811.688370, 77325.461609, 76576.000682, 0.000947, , [173 142], [109 142], [112 189], [43 81]
 11, Sample, 82.893063, 82.303936, 78.433430, 82.893063, 81.630873, 76302.561863, 111809.398044, 77342.422680, 58661.861385, 81029.060993, 0.001062, 0.167906, [185 37], [130 154], [168 141], [99 148]
 11, Novel, 82.893063, 15.968436, 75.438045, 80.397999, 63.674386, 109920.379927, 58585.940502, 58822.622896, 111883.219636, 84803.040740, 0.000757, , [150 23], [34 159], [54 195], [58 66]
 12, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109920.379927, 111776.656111, 77597.058809, 77459.198074, 94188.323230, 0.000909, 0.033349, [150 23], [51 115], [123 70], [15 112]
 12, Novel, 81.109095, 23.340517, 22.629520, 82.893063, 52.493049, 58282.216683, 77295.089707, 77271.699791, 58661.861385, 67877.716891, 0.000850, , [173 142], [196 34], [15 154], [99 148]
 13, Sample, 81.109095, 82.893063, 80.949997, 82.893063, 81.961305, 58282.216683, 77472.835427, 111969.250411, 77459.198074, 81295.875149, 0.001064, 0.487531, [173 142], [87 86], [30 50], [15 112]
 13, Novel, 19.396935, 14.976023, 22.629520, 38.851020, 23.963375, 76269.210213, 58530.663162, 77271.699791, 58620.337345, 67672.977628, 0.000366, , [186 136], [114 188], [15 154], [39 178]
 14, Sample, 82.893063, 82.893063, 82.893063, 76.528029, 81.301805, 58004.206801, 77377.105332, 58811.688370, 58790.068638, 63245.767285, 0.001303, 0.163010, [150 38], [191 154], [112 189], [174 57]
 14, Novel, 28.933495, 82.893063, 77.996866, 82.893063, 68.179122, 109305.036917, 77472.835427, 77555.580470, 58777.888418, 80777.835308, 0.000938, , [177 132], [87 86], [117 191], [111 62]
 15, Sample, 82.893063, 76.696888, 82.893063, 80.862941, 80.836489, 109920.379927, 58663.650215, 58616.224960, 112020.246145, 84805.125312, 0.001049, -0.036068, [150 23], [61 19], [19 50], [164 25]
 15, Novel, 78.154199, 82.893063, 77.996866, 82.893063, 80.484298, 76499.816335, 77377.105332, 77555.580470, 58661.861385, 72523.590881, 0.001128, , [197 38], [191 154], [117 191], [99 148]
 16, Sample, 77.064177, 80.471456, 82.893063, 76.590488, 79.254796, 58036.595850, 111766.741239, 58616.224960, 77579.720984, 76499.820758, 0.001112, 0.190189, [5 55], [91 79], [19 50], [105 108]
 16, Novel, 20.948383, 79.006274, 77.996866, 81.392483, 64.836001, 76593.649659, 77373.736497, 77555.580470, 111954.110484, 85869.269277, 0.000757, , [155 10], [133 66], [117 191], [149 145]
 17, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109514.852435, 77484.770603, 58811.688370, 112156.183472, 89491.873720, 0.000994, -0.034241, [104 2], [144 117], [112 189], [87 86]
 17, Novel, 81.109095, 82.893063, 82.893063, 80.862941, 81.939541, 58282.216683, 77377.105332, 77301.162129, 112020.246145, 81245.182572, 0.001064, , [173 142], [191 154], [140 196], [164 25]
 18, Sample, 82.893063, 81.865733, 82.893063, 78.148591, 81.450113, 58004.206801, 111884.636065, 77549.951332, 77545.055485, 81245.962421, 0.001059, 0.179692, [150 38], [109 142], [197 23], [90 19]
 18, Novel, 78.096485, 19.076622, 15.774058, 82.893063, 48.960057, 76805.686598, 77229.218645, 58493.418269, 58661.861385, 67797.546224, 0.000737, , [42 86], [75 184], [197 116], [99 148]
